County,Vote type,Total ballots,Contest,Ballots cast,Undervotes
Elbert,Absentee by Mail,219,State School Superintendent,216,3
Elbert,Advance in Person,1841,State School Superintendent,1841,0
Elbert,Election Day,2632,State School Superintendent,2626,6
Elbert,Provisional,11,State School Superintendent,11,0
Emanuel,Absentee by Mail,213,State School Superintendent,207,6
Emanuel,Advance in Person,1187,State School Superintendent,1187,0
Emanuel,Election Day,3581,State School Superintendent,3581,0
Emanuel,Provisional,1,State School Superintendent,1,0
Evans,Absentee by Mail,122,State School Superintendent,116,6
Evans,Advance in Person,921,State School Superintendent,913,8
Evans,Election Day,1107,State School Superintendent,1098,9
Evans,Provisional,0,State School Superintendent,0,0
Fannin,Absentee by Mail,417,State School Superintendent,408,9
Fannin,Advance in Person,2268,State School Superintendent,2224,44
Fannin,Election Day,4216,State School Superintendent,4131,85
Fannin,Provisional,3,State School Superintendent,3,0
Fayette,Absentee by Mail,1272,State School Superintendent,1239,33
Fayette,Advance in Person,18189,State School Superintendent,17990,199
Fayette,Election Day,22606,State School Superintendent,22264,342
Fayette,Provisional,13,State School Superintendent,13,0
Floyd,Absentee by Mail,771,State School Superintendent,749,22
Floyd,Advance in Person,5763,State School Superintendent,5733,30
Floyd,Election Day,14210,State School Superintendent,14064,146
Floyd,Provisional,78,State School Superintendent,76,2
Forsyth,Absentee by Mail,1655,State School Superintendent,1605,50
Forsyth,Advance in Person,22647,State School Superintendent,22303,344
Forsyth,Election Day,32220,State School Superintendent,31723,497
Forsyth,Provisional,48,State School Superintendent,45,3
Franklin,Absentee by Mail,198,State School Superintendent,194,4
Franklin,Advance in Person,1077,State School Superintendent,1071,6
Franklin,Election Day,3454,State School Superintendent,3454,0
Franklin,Provisional,1,State School Superintendent,1,0
Fulton,Absentee by Mail,8864,State School Superintendent,8567,297
Fulton,Advance in Person,87201,State School Superintendent,86022,1179
Fulton,Election Day,167468,State School Superintendent,163760,3708
Fulton,Provisional,2135,State School Superintendent,2059,76
Gilmer,Absentee by Mail,378,State School Superintendent,373,5
Gilmer,Advance in Person,2578,State School Superintendent,2523,55
Gilmer,Election Day,4854,State School Superintendent,4723,131
Gilmer,Provisional,16,State School Superintendent,14,2
Glascock,Absentee by Mail,36,State School Superintendent,34,2
Glascock,Advance in Person,211,State School Superintendent,208,3
Glascock,Election Day,542,State School Superintendent,538,4
Glascock,Provisional,0,State School Superintendent,0,0
Glynn,Absentee by Mail,883,State School Superintendent,867,16
Glynn,Advance in Person,7098,State School Superintendent,7089,9
Glynn,Election Day,12102,State School Superintendent,12069,33
Glynn,Provisional,36,State School Superintendent,34,2
Gordon,Absentee by Mail,370,State School Superintendent,361,9
Gordon,Advance in Person,2666,State School Superintendent,2585,81
Gordon,Election Day,7273,State School Superintendent,7094,179
Gordon,Provisional,16,State School Superintendent,14,2
Grady,Absentee by Mail,157,State School Superintendent,156,1
Grady,Advance in Person,1854,State School Superintendent,1835,19
Grady,Election Day,3548,State School Superintendent,3548,0
Grady,Provisional,6,State School Superintendent,6,0
Greene,Absentee by Mail,538,State School Superintendent,531,7
Greene,Advance in Person,3068,State School Superintendent,3035,33
Greene,Election Day,2907,State School Superintendent,2848,59
Greene,Provisional,10,State School Superintendent,10,0
Gwinnett,Absentee by Mail,8170,State School Superintendent,7958,212
Gwinnett,Advance in Person,47244,State School Superintendent,46935,309
Gwinnett,Election Day,141636,State School Superintendent,139866,1770
Gwinnett,Provisional,1155,State School Superintendent,1124,31
Habersham,Absentee by Mail,704,State School Superintendent,687,17
Habersham,Advance in Person,5381,State School Superintendent,5246,135
Habersham,Election Day,3529,State School Superintendent,3466,63
Habersham,Provisional,34,State School Superintendent,32,2
Hall,Absentee by Mail,2074,State School Superintendent,2024,50
Hall,Advance in Person,12299,State School Superintendent,12122,177
Hall,Election Day,29428,State School Superintendent,28923,505
Hall,Provisional,42,State School Superintendent,40,2
Hancock,Absentee by Mail,283,State School Superintendent,282,1
Hancock,Advance in Person,839,State School Superintendent,838,1
Hancock,Election Day,1257,State School Superintendent,1250,7
Hancock,Provisional,19,State School Superintendent,17,2
Haralson,Absentee by Mail,262,State School Superintendent,255,7
Haralson,Advance in Person,1563,State School Superintendent,1541,22
Haralson,Election Day,4986,State School Superintendent,4940,46
Haralson,Provisional,2,State School Superintendent,2,0
Harris,Absentee by Mail,493,State School Superintendent,487,6
Harris,Advance in Person,2950,State School Superintendent,2948,2
Harris,Election Day,6803,State School Superintendent,6803,0
Harris,Provisional,2,State School Superintendent,2,0
Hart,Absentee by Mail,287,State School Superintendent,280,7
Hart,Advance in Person,2309,State School Superintendent,2234,75
Hart,Election Day,4185,State School Superintendent,4154,31
Hart,Provisional,1,State School Superintendent,1,0
Heard,Absentee by Mail,157,State School Superintendent,153,4
Heard,Advance in Person,552,State School Superintendent,545,7
Heard,Election Day,1772,State School Superintendent,1752,20
Heard,Provisional,0,State School Superintendent,0,0
Henry,Absentee by Mail,2016,State School Superintendent,1978,38
Henry,Advance in Person,29231,State School Superintendent,29231,0
Henry,Election Day,31732,State School Superintendent,31624,108
Henry,Provisional,102,State School Superintendent,100,2
Houston,Absentee by Mail,1431,State School Superintendent,1405,26
Houston,Advance in Person,16400,State School Superintendent,16357,43
Houston,Election Day,19454,State School Superintendent,19363,91
Houston,Provisional,62,State School Superintendent,58,4
Irwin,Absentee by Mail,61,State School Superintendent,60,1
Irwin,Advance in Person,719,State School Superintendent,719,0
Irwin,Election Day,1581,State School Superintendent,1581,0
Irwin,Provisional,3,State School Superintendent,3,0
Jackson,Absentee by Mail,495,State School Superintendent,487,8
Jackson,Advance in Person,5419,State School Superintendent,5379,40
Jackson,Election Day,10060,State School Superintendent,9948,112
Jackson,Provisional,16,State School Superintendent,14,2
Jasper,Absentee by Mail,255,State School Superintendent,250,5
Jasper,Advance in Person,1280,State School Superintendent,1276,4
Jasper,Election Day,2305,State School Superintendent,2302,3
Jasper,Provisional,2,State School Superintendent,2,0
Jeff Davis,Absentee by Mail,153,State School Superintendent,150,3
Jeff Davis,Advance in Person,861,State School Superintendent,849,12
Jeff Davis,Election Day,1973,State School Superintendent,1949,24
Jeff Davis,Provisional,1,State School Superintendent,1,0
Jefferson,Absentee by Mail,216,State School Superintendent,213,3
Jefferson,Advance in Person,1158,State School Superintendent,1157,1
Jefferson,Election Day,3144,State School Superintendent,3144,0
Jefferson,Provisional,20,State School Superintendent,20,0
Jenkins,Absentee by Mail,163,State School Superintendent,161,2
Jenkins,Advance in Person,671,State School Superintendent,671,0
Jenkins,Election Day,1088,State School Superintendent,1088,0
Jenkins,Provisional,0,State School Superintendent,0,0
Johnson,Absentee by Mail,92,State School Superintendent,92,0
Johnson,Advance in Person,789,State School Superintendent,789,0
Johnson,Election Day,1415,State School Superintendent,1414,1
Johnson,Provisional,0,State School Superintendent,0,0
Jones,Absentee by Mail,511,State School Superintendent,506,5
Jones,Advance in Person,2913,State School Superintendent,2913,0
Jones,Election Day,4638,State School Superintendent,4627,11
Jones,Provisional,7,State School Superintendent,7,0
Lamar,Absentee by Mail,215,State School Superintendent,208,7
Lamar,Advance in Person,1700,State School Superintendent,1680,20
Lamar,Election Day,3046,State School Superintendent,3042,4
Lamar,Provisional,5,State School Superintendent,5,0
Lanier,Absentee by Mail,40,State School Superintendent,40,0
Lanier,Advance in Person,521,State School Superintendent,514,7
Lanier,Election Day,878,State School Superintendent,876,2
Lanier,Provisional,4,State School Superintendent,4,0
Laurens,Absentee by Mail,763,State School Superintendent,751,12
Laurens,Advance in Person,3953,State School Superintendent,3953,0
Laurens,Election Day,8153,State School Superintendent,8089,64
Laurens,Provisional,14,State School Superintendent,13,1
Lee,Absentee by Mail,241,State School Superintendent,237,4
Lee,Advance in Person,2107,State School Superintendent,2101,6
Lee,Election Day,6514,State School Superintendent,6507,7
Lee,Provisional,5,State School Superintendent,5,0
Liberty,Absentee by Mail,209,State School Superintendent,204,5
Liberty,Advance in Person,3652,State School Superintendent,3652,0
Liberty,Election Day,5097,State School Superintendent,5097,0
Liberty,Provisional,4,State School Superintendent,3,1
Lincoln,Absentee by Mail,222,State School Superintendent,221,1
Lincoln,Advance in Person,899,State School Superintendent,893,6
Lincoln,Election Day,1554,State School Superintendent,1554,0
Lincoln,Provisional,13,State School Superintendent,13,0
Long,Absentee by Mail,40,State School Superintendent,40,0
Long,Advance in Person,691,State School Superintendent,687,4
Long,Election Day,1397,State School Superintendent,1377,20
Long,Provisional,6,State School Superintendent,6,0
Lowndes,Absentee by Mail,532,State School Superintendent,520,12
Lowndes,Advance in Person,8813,State School Superintendent,8811,2
Lowndes,Election Day,11478,State School Superintendent,11478,0
Lowndes,Provisional,560,State School Superintendent,558,2
Lumpkin,Absentee by Mail,305,State School Superintendent,295,10
Lumpkin,Advance in Person,2933,State School Superintendent,2891,42
Lumpkin,Election Day,4404,State School Superintendent,4331,73
Lumpkin,Provisional,15,State School Superintendent,14,1
Macon,Absentee by Mail,106,State School Superintendent,105,1
Macon,Advance in Person,1207,State School Superintendent,1169,38
Macon,Election Day,1695,State School Superintendent,1662,33
Macon,Provisional,0,State School Superintendent,0,0
Madison,Absentee by Mail,312,State School Superintendent,298,14
Madison,Advance in Person,2257,State School Superintendent,2220,37
Madison,Election Day,4970,State School Superintendent,4883,87
Madison,Provisional,6,State School Superintendent,6,0
Marion,Absentee by Mail,219,State School Superintendent,216,3
Marion,Advance in Person,612,State School Superintendent,600,12
Marion,Election Day,1314,State School Superintendent,1306,8
Marion,Provisional,0,State School Superintendent,0,0
McDuffie,Absentee by Mail,351,State School Superintendent,345,6
McDuffie,Advance in Person,2043,State School Superintendent,2043,0
McDuffie,Election Day,3653,State School Superintendent,3653,0
McDuffie,Provisional,3,State School Superintendent,3,0
McIntosh,Absentee by Mail,300,State School Superintendent,289,11
McIntosh,Advance in Person,1300,State School Superintendent,1292,8
McIntosh,Election Day,2233,State School Superintendent,2220,13
McIntosh,Provisional,7,State School Superintendent,6,1
Meriwether,Absentee by Mail,207,State School Superintendent,201,6
Meriwether,Advance in Person,1188,State School Superintendent,1188,0
Meriwether,Election Day,4671,State School Superintendent,4623,48
Meriwether,Provisional,1,State School Superintendent,1,0
Miller,Absentee by Mail,53,State School Superintendent,49,4
Miller,Advance in Person,436,State School Superintendent,430,6
Miller,Election Day,937,State School Superintendent,933,4
Miller,Provisional,1,State School Superintendent,1,0
Mitchell,Absentee by Mail,202,State School Superintendent,201,1
Mitchell,Advance in Person,1589,State School Superintendent,1589,0
Mitchell,Election Day,3215,State School Superintendent,3207,8
Mitchell,Provisional,3,State School Superintendent,3,0
Monroe,Absentee by Mail,358,State School Superintendent,353,5
Monroe,Advance in Person,2523,State School Superintendent,2503,20
Monroe,Election Day,5671,State School Superintendent,5626,45
Monroe,Provisional,23,State School Superintendent,22,1
Montgomery,Absentee by Mail,92,State School Superintendent,89,3
Montgomery,Advance in Person,463,State School Superintendent,452,11
Montgomery,Election Day,1730,State School Superintendent,1719,11
Montgomery,Provisional,0,State School Superintendent,0,0
Morgan,Absentee by Mail,193,State School Superintendent,188,5
Morgan,Advance in Person,2475,State School Superintendent,2456,19
Morgan,Election Day,3635,State School Superintendent,3602,33
Morgan,Provisional,7,State School Superintendent,6,1
Murray,Absentee by Mail,207,State School Superintendent,194,13
Murray,Advance in Person,1347,State School Superintendent,1317,30
Murray,Election Day,4497,State School Superintendent,4433,64
Murray,Provisional,0,State School Superintendent,0,0
Muscogee,Absentee by Mail,2150,State School Superintendent,2121,29
Muscogee,Advance in Person,13494,State School Superintendent,13471,23
Muscogee,Election Day,25301,State School Superintendent,25286,15
Muscogee,Provisional,63,State School Superintendent,63,0
Newton,Absentee by Mail,1136,State School Superintendent,1108,28
Newton,Advance in Person,10430,State School Superintendent,10424,6
Newton,Election Day,16634,State School Superintendent,16628,6
Newton,Provisional,2,State School Superintendent,2,0
Oconee,Absentee by Mail,368,State School Superintendent,352,16
Oconee,Advance in Person,5438,State School Superintendent,5316,122
Oconee,Election Day,7726,State School Superintendent,7466,260
Oconee,Provisional,7,State School Superintendent,7,0
Oglethorpe,Absentee by Mail,217,State School Superintendent,214,3
Oglethorpe,Advance in Person,1609,State School Superintendent,1588,21
Oglethorpe,Election Day,2262,State School Superintendent,2245,17
Oglethorpe,Provisional,4,State School Superintendent,4,0
Paulding,Absentee by Mail,1789,State School Superintendent,1740,49
Paulding,Advance in Person,14824,State School Superintendent,14770,54
Paulding,Election Day,19620,State School Superintendent,19520,100
Paulding,Provisional,29,State School Superintendent,26,3
Peach,Absentee by Mail,215,State School Superintendent,211,4
Peach,Advance in Person,3402,State School Superintendent,3392,10
Peach,Election Day,3620,State School Superintendent,3615,5
Peach,Provisional,8,State School Superintendent,8,0
Pickens,Absentee by Mail,138,State School Superintendent,135,3
Pickens,Advance in Person,3653,State School Superintendent,3582,71
Pickens,Election Day,5031,State School Superintendent,4981,50
Pickens,Provisional,1,State School Superintendent,1,0
Pierce,Absentee by Mail,228,State School Superintendent,224,4
Pierce,Advance in Person,1629,State School Superintendent,1629,0
Pierce,Election Day,2106,State School Superintendent,2106,0
Pierce,Provisional,0,State School Superintendent,0,0
Pike,Absentee by Mail,246,State School Superintendent,238,8
Pike,Advance in Person,1650,State School Superintendent,1633,17
Pike,Election Day,3700,State School Superintendent,3675,25
Pike,Provisional,8,State School Superintendent,8,0
Polk,Absentee by Mail,235,State School Superintendent,231,4
Polk,Advance in Person,3214,State School Superintendent,3173,41
Polk,Election Day,4537,State School Superintendent,4486,51
Polk,Provisional,4,State School Superintendent,4,0
Pulaski,Absentee by Mail,86,State School Superintendent,84,2
Pulaski,Advance in Person,1249,State School Superintendent,1235,14
Pulaski,Election Day,1013,State School Superintendent,996,17
Pulaski,Provisional,2,State School Superintendent,2,0
Putnam,Absentee by Mail,387,State School Superintendent,384,3
Putnam,Advance in Person,2434,State School Superintendent,2415,19
Putnam,Election Day,3451,State School Superintendent,3422,29
Putnam,Provisional,2,State School Superintendent,2,0
Quitman,Absentee by Mail,41,State School Superintendent,41,0
Quitman,Advance in Person,209,State School Superintendent,209,0
Quitman,Election Day,347,State School Superintendent,347,0
Quitman,Provisional,1,State School Superintendent,1,0
Rabun,Absentee by Mail,427,State School Superintendent,411,16
Rabun,Advance in Person,3295,State School Superintendent,3189,106
Rabun,Election Day,1731,State School Superintendent,1648,83
Rabun,Provisional,0,State School Superintendent,0,0
Randolph,Absentee by Mail,149,State School Superintendent,146,3
Randolph,Advance in Person,789,State School Superintendent,786,3
Randolph,Election Day,1173,State School Superintendent,1166,7
Randolph,Provisional,7,State School Superintendent,7,0
Richmond,Absentee by Mail,3207,State School Superintendent,3158,49
Richmond,Advance in Person,13314,State School Superintendent,13314,0
Richmond,Election Day,31248,State School Superintendent,31248,0
Richmond,Provisional,71,State School Superintendent,70,1
Rockdale,Absentee by Mail,825,State School Superintendent,807,18
Rockdale,Advance in Person,13442,State School Superintendent,13410,32
Rockdale,Election Day,12256,State School Superintendent,12225,31
Rockdale,Provisional,48,State School Superintendent,48,0
Schley,Absentee by Mail,66,State School Superintendent,65,1
Schley,Advance in Person,602,State School Superintendent,595,7
Schley,Election Day,595,State School Superintendent,592,3
Schley,Provisional,3,State School Superintendent,3,0
Screven,Absentee by Mail,158,State School Superintendent,154,4
Screven,Advance in Person,1201,State School Superintendent,1201,0
Screven,Election Day,2412,State School Superintendent,2412,0
Screven,Provisional,4,State School Superintendent,4,0
Seminole,Absentee by Mail,76,State School Superintendent,73,3
Seminole,Advance in Person,477,State School Superintendent,473,4
Seminole,Election Day,1698,State School Superintendent,1698,0
Seminole,Provisional,5,State School Superintendent,5,0
Spalding,Absentee by Mail,528,State School Superintendent,514,14
Spalding,Advance in Person,6771,State School Superintendent,6692,79
Spalding,Election Day,9378,State School Superintendent,9314,64
Spalding,Provisional,14,State School Superintendent,14,0
Stephens,Absentee by Mail,337,State School Superintendent,328,9
Stephens,Advance in Person,2604,State School Superintendent,2590,14
Stephens,Election Day,2225,State School Superintendent,2218,7
Stephens,Provisional,2,State School Superintendent,2,0
Stewart,Absentee by Mail,75,State School Superintendent,74,1
Stewart,Advance in Person,311,State School Superintendent,296,15
Stewart,Election Day,808,State School Superintendent,785,23
Stewart,Provisional,18,State School Superintendent,18,0
Sumter,Absentee by Mail,522,State School Superintendent,520,2
Sumter,Advance in Person,3280,State School Superintendent,3268,12
Sumter,Election Day,4191,State School Superintendent,4159,32
Sumter,Provisional,5,State School Superintendent,5,0
Talbot,Absentee by Mail,215,State School Superintendent,209,6
Talbot,Advance in Person,342,State School Superintendent,342,0
Talbot,Election Day,1588,State School Superintendent,1580,8
Talbot,Provisional,2,State School Superintendent,1,1
Taliaferro,Absentee by Mail,50,State School Superintendent,50,0
Taliaferro,Advance in Person,197,State School Superintendent,197,0
Taliaferro,Election Day,311,State School Superintendent,307,4
Taliaferro,Provisional,0,State School Superintendent,0,0
Tattnall,Absentee by Mail,198,State School Superintendent,193,5
Tattnall,Advance in Person,1310,State School Superintendent,1288,22
Tattnall,Election Day,2706,State School Superintendent,2688,18
Tattnall,Provisional,6,State School Superintendent,6,0
Taylor,Absentee by Mail,127,State School Superintendent,125,2
Taylor,Advance in Person,620,State School Superintendent,608,12
Taylor,Election Day,1441,State School Superintendent,1441,0
Taylor,Provisional,0,State School Superintendent,0,0
Telfair,Absentee by Mail,227,State School Superintendent,226,1
Telfair,Advance in Person,751,State School Superintendent,735,16
Telfair,Election Day,1723,State School Superintendent,1708,15
Telfair,Provisional,0,State School Superintendent,0,0
Terrell,Absentee by Mail,258,State School Superintendent,249,9
Terrell,Advance in Person,1101,State School Superintendent,1079,22
Terrell,Election Day,1887,State School Superintendent,1877,10
Terrell,Provisional,2,State School Superintendent,2,0
Thomas,Absentee by Mail,293,State School Superintendent,286,7
Thomas,Advance in Person,3653,State School Superintendent,3653,0
Thomas,Election Day,7055,State School Superintendent,7055,0
Thomas,Provisional,2,State School Superintendent,2,0
Tift,Absentee by Mail,254,State School Superintendent,252,2
Tift,Advance in Person,3128,State School Superintendent,3128,0
Tift,Election Day,5030,State School Superintendent,5030,0
Tift,Provisional,92,State School Superintendent,90,2
Toombs,Absentee by Mail,381,State School Superintendent,380,1
Toombs,Advance in Person,1805,State School Superintendent,1793,12
Toombs,Election Day,3352,State School Superintendent,3352,0
Toombs,Provisional,6,State School Superintendent,6,0
Towns,Absentee by Mail,190,State School Superintendent,185,5
Towns,Advance in Person,2289,State School Superintendent,2253,36
Towns,Election Day,1717,State School Superintendent,1680,37
Towns,Provisional,68,State School Superintendent,65,3
Treutlen,Absentee by Mail,50,State School Superintendent,49,1
Treutlen,Advance in Person,426,State School Superintendent,426,0
Treutlen,Election Day,1041,State School Superintendent,1038,3
Treutlen,Provisional,3,State School Superintendent,3,0
Troup,Absentee by Mail,847,State School Superintendent,824,23
Troup,Advance in Person,4821,State School Superintendent,4821,0
Troup,Election Day,9963,State School Superintendent,9951,12
Troup,Provisional,41,State School Superintendent,38,3
Turner,Absentee by Mail,41,State School Superintendent,39,2
Turner,Advance in Person,1026,State School Superintendent,1026,0
Turner,Election Day,1188,State School Superintendent,1171,17
Turner,Provisional,11,State School Superintendent,11,0
Twiggs,Absentee by Mail,275,State School Superintendent,273,2
Twiggs,Advance in Person,841,State School Superintendent,841,0
Twiggs,Election Day,1776,State School Superintendent,1762,14
Twiggs,Provisional,1,State School Superintendent,1,0
Union,Absentee by Mail,288,State School Superintendent,279,9
Union,Advance in Person,3487,State School Superintendent,3427,60
Union,Election Day,3966,State School Superintendent,3873,93
Union,Provisional,2,State School Superintendent,2,0
Upson,Absentee by Mail,230,State School Superintendent,226,4
Upson,Advance in Person,2400,State School Superintendent,2380,20
Upson,Election Day,4440,State School Superintendent,4424,16
Upson,Provisional,1,State School Superintendent,1,0
Walker,Absentee by Mail,617,State School Superintendent,600,17
Walker,Advance in Person,3646,State School Superintendent,3632,14
Walker,Election Day,8076,State School Superintendent,8040,36
Walker,Provisional,0,State School Superintendent,0,0
Walton,Absentee by Mail,1068,State School Superintendent,1037,31
Walton,Advance in Person,6096,State School Superintendent,6051,45
Walton,Election Day,18659,State School Superintendent,18509,150
Walton,Provisional,16,State School Superintendent,15,1
Ware,Absentee by Mail,326,State School Superintendent,323,3
Ware,Advance in Person,2081,State School Superintendent,2081,0
Ware,Election Day,4306,State School Superintendent,4306,0
Ware,Provisional,1,State School Superintendent,1,0
Warren,Absentee by Mail,60,State School Superintendent,60,0
Warren,Advance in Person,543,State School Superintendent,543,0
Warren,Election Day,889,State School Superintendent,889,0
Warren,Provisional,1,State School Superintendent,1,0
Washington,Absentee by Mail,355,State School Superintendent,349,6
Washington,Advance in Person,2324,State School Superintendent,2316,8
Washington,Election Day,3362,State School Superintendent,3300,62
Washington,Provisional,8,State School Superintendent,8,0
Wayne,Absentee by Mail,258,State School Superintendent,251,7
Wayne,Advance in Person,2152,State School Superintendent,2147,5
Wayne,Election Day,3740,State School Superintendent,3735,5
Wayne,Provisional,0,State School Superintendent,0,0
Webster,Absentee by Mail,80,State School Superintendent,76,4
Webster,Advance in Person,271,State School Superintendent,269,2
Webster,Election Day,426,State School Superintendent,421,5
Webster,Provisional,0,State School Superintendent,0,0
Wheeler,Absentee by Mail,87,State School Superintendent,84,3
Wheeler,Advance in Person,447,State School Superintendent,433,14
Wheeler,Election Day,959,State School Superintendent,956,3
Wheeler,Provisional,9,State School Superintendent,9,0
White,Absentee by Mail,447,State School Superintendent,434,13
White,Advance in Person,2267,State School Superintendent,2236,31
White,Election Day,4948,State School Superintendent,4853,95
White,Provisional,3,State School Superintendent,3,0
Whitfield,Absentee by Mail,478,State School Superintendent,466,12
Whitfield,Advance in Person,3511,State School Superintendent,3440,71
Whitfield,Election Day,11767,State School Superintendent,11635,132
Whitfield,Provisional,38,State School Superintendent,38,0
Wilcox,Absentee by Mail,144,State School Superintendent,142,2
Wilcox,Advance in Person,455,State School Superintendent,455,0
Wilcox,Election Day,1280,State School Superintendent,1280,0
Wilcox,Provisional,3,State School Superintendent,3,0
Wilkes,Absentee by Mail,104,State School Superintendent,103,1
Wilkes,Advance in Person,939,State School Superintendent,930,9
Wilkes,Election Day,2044,State School Superintendent,2036,8
Wilkes,Provisional,3,State School Superintendent,3,0
Wilkinson,Absentee by Mail,150,State School Superintendent,148,2
Wilkinson,Advance in Person,763,State School Superintendent,756,7
Wilkinson,Election Day,2227,State School Superintendent,2219,8
Wilkinson,Provisional,1,State School Superintendent,1,0
Worth,Absentee by Mail,138,State School Superintendent,137,1
Worth,Advance in Person,1170,State School Superintendent,1166,4
Worth,Election Day,3871,State School Superintendent,3871,0
Worth,Provisional,10,State School Superintendent,10,0
Appling,Absentee by Mail,306,Commissioner Of Labor,304,2
Appling,Advance in Person,976,Commissioner Of Labor,970,6
Appling,Election Day,3122,Commissioner Of Labor,3088,34
Appling,Provisional,4,Commissioner Of Labor,4,0
Atkinson,Absentee by Mail,68,Commissioner Of Labor,64,4
Atkinson,Advance in Person,495,Commissioner Of Labor,476,19
Atkinson,Election Day,1058,Commissioner Of Labor,1007,51
Atkinson,Provisional,7,Commissioner Of Labor,6,1
Bacon,Absentee by Mail,73,Commissioner Of Labor,71,2
Bacon,Advance in Person,887,Commissioner Of Labor,873,14
Bacon,Election Day,1240,Commissioner Of Labor,1234,6
Bacon,Provisional,3,Commissioner Of Labor,3,0
Baker,Absentee by Mail,71,Commissioner Of Labor,68,3
Baker,Advance in Person,298,Commissioner Of Labor,295,3
Baker,Election Day,617,Commissioner Of Labor,597,20
Baker,Provisional,3,Commissioner Of Labor,3,0
Baldwin,Absentee by Mail,409,Commissioner Of Labor,403,6
Baldwin,Advance in Person,3933,Commissioner Of Labor,3877,56
Baldwin,Election Day,6152,Commissioner Of Labor,6126,26
Baldwin,Provisional,9,Commissioner Of Labor,9,0
Banks,Absentee by Mail,142,Commissioner Of Labor,139,3
Banks,Advance in Person,852,Commissioner Of Labor,828,24
Banks,Election Day,3339,Commissioner Of Labor,3263,76
Banks,Provisional,1,Commissioner Of Labor,1,0
Barrow,Absentee by Mail,701,Commissioner Of Labor,687,14
Barrow,Advance in Person,4720,Commissioner Of Labor,4680,40
Barrow,Election Day,10688,Commissioner Of Labor,10544,144
Barrow,Provisional,8,Commissioner Of Labor,6,2
Bartow,Absentee by Mail,772,Commissioner Of Labor,759,13
Bartow,Advance in Person,5826,Commissioner Of Labor,5790,36
Bartow,Election Day,16152,Commissioner Of Labor,15912,240
Bartow,Provisional,20,Commissioner Of Labor,20,0
Ben Hill,Absentee by Mail,136,Commissioner Of Labor,130,6
Ben Hill,Advance in Person,1494,Commissioner Of Labor,1470,24
Ben Hill,Election Day,1864,Commissioner Of Labor,1863,1
Ben Hill,Provisional,3,Commissioner Of Labor,2,1
Berrien,Absentee by Mail,212,Commissioner Of Labor,211,1
Berrien,Advance in Person,1103,Commissioner Of Labor,1097,6
Berrien,Election Day,2608,Commissioner Of Labor,2592,16
Berrien,Provisional,8,Commissioner Of Labor,8,0
Bibb,Absentee by Mail,2189,Commissioner Of Labor,2133,56
Bibb,Advance in Person,10315,Commissioner Of Labor,10234,81
Bibb,Election Day,29989,Commissioner Of Labor,29547,442
Bibb,Provisional,78,Commissioner Of Labor,78,0
Bleckley,Absentee by Mail,228,Commissioner Of Labor,218,10
Bleckley,Advance in Person,1157,Commissioner Of Labor,1140,17
Bleckley,Election Day,1855,Commissioner Of Labor,1834,21
Bleckley,Provisional,5,Commissioner Of Labor,4,1
Brantley,Absentee by Mail,143,Commissioner Of Labor,141,2
Brantley,Advance in Person,747,Commissioner Of Labor,737,10
Brantley,Election Day,2086,Commissioner Of Labor,2058,28
Brantley,Provisional,4,Commissioner Of Labor,4,0
Brooks,Absentee by Mail,1016,Commissioner Of Labor,992,24
Brooks,Advance in Person,1259,Commissioner Of Labor,1235,24
Brooks,Election Day,2355,Commissioner Of Labor,2336,19
Brooks,Provisional,26,Commissioner Of Labor,24,2
Bryan,Absentee by Mail,237,Commissioner Of Labor,232,5
Bryan,Advance in Person,2852,Commissioner Of Labor,2834,18
Bryan,Election Day,4863,Commissioner Of Labor,4818,45
Bryan,Provisional,3,Commissioner Of Labor,3,0
Bulloch,Absentee by Mail,541,Commissioner Of Labor,529,12
Bulloch,Advance in Person,3846,Commissioner Of Labor,3804,42
Bulloch,Election Day,9455,Commissioner Of Labor,9312,143
Bulloch,Provisional,12,Commissioner Of Labor,11,1
Burke,Absentee by Mail,594,Commissioner Of Labor,588,6
Burke,Advance in Person,1260,Commissioner Of Labor,1253,7
Burke,Election Day,4049,Commissioner Of Labor,4014,35
Burke,Provisional,0,Commissioner Of Labor,0,0
Butts,Absentee by Mail,183,Commissioner Of Labor,181,2
Butts,Advance in Person,3252,Commissioner Of Labor,3212,40
Butts,Election Day,2671,Commissioner Of Labor,2642,29
Butts,Provisional,0,Commissioner Of Labor,0,0
Calhoun,Absentee by Mail,91,Commissioner Of Labor,90,1
Calhoun,Advance in Person,320,Commissioner Of Labor,317,3
Calhoun,Election Day,1044,Commissioner Of Labor,1040,4
Calhoun,Provisional,2,Commissioner Of Labor,2,0
Camden,Absentee by Mail,586,Commissioner Of Labor,580,6
Camden,Advance in Person,2509,Commissioner Of Labor,2484,25
Camden,Election Day,6720,Commissioner Of Labor,6684,36
Camden,Provisional,9,Commissioner Of Labor,9,0
Candler,Absentee by Mail,108,Commissioner Of Labor,105,3
Candler,Advance in Person,835,Commissioner Of Labor,827,8
Candler,Election Day,1258,Commissioner Of Labor,1245,13
Candler,Provisional,0,Commissioner Of Labor,0,0
Carroll,Absentee by Mail,845,Commissioner Of Labor,829,16
Carroll,Advance in Person,7673,Commissioner Of Labor,7622,51
Carroll,Election Day,17495,Commissioner Of Labor,17399,96
Carroll,Provisional,53,Commissioner Of Labor,52,1
