County,Vote type,Total ballots,Contest,Ballots cast,Undervotes
Talbot,Advance in Person,772,Commissioner Of Insurance,742,30
Talbot,Election Day,1895,Commissioner Of Insurance,1797,98
Talbot,Provisional,2,Commissioner Of Insurance,2,0
Taliaferro,Absentee by Mail,162,Commissioner Of Insurance,150,12
Taliaferro,Advance in Person,441,Commissioner Of Insurance,402,39
Taliaferro,Election Day,314,Commissioner Of Insurance,287,27
Taliaferro,Provisional,4,Commissioner Of Insurance,4,0
Tattnall,Absentee by Mail,392,Commissioner Of Insurance,387,5
Tattnall,Advance in Person,3539,Commissioner Of Insurance,3430,109
Tattnall,Election Day,2708,Commissioner Of Insurance,2611,97
Tattnall,Provisional,8,Commissioner Of Insurance,8,0
Taylor,Absentee by Mail,243,Commissioner Of Insurance,239,4
Taylor,Advance in Person,1843,Commissioner Of Insurance,1808,35
Taylor,Election Day,1179,Commissioner Of Insurance,1124,55
Taylor,Provisional,29,Commissioner Of Insurance,29,0
Telfair,Absentee by Mail,331,Commissioner Of Insurance,328,3
Telfair,Advance in Person,1676,Commissioner Of Insurance,1614,62
Telfair,Election Day,1624,Commissioner Of Insurance,1559,65
Telfair,Provisional,1,Commissioner Of Insurance,1,0
Terrell,Absentee by Mail,327,Commissioner Of Insurance,326,1
Terrell,Advance in Person,1612,Commissioner Of Insurance,1573,39
Terrell,Election Day,1991,Commissioner Of Insurance,1915,76
Terrell,Provisional,9,Commissioner Of Insurance,9,0
Thomas,Absentee by Mail,991,Commissioner Of Insurance,980,11
Thomas,Advance in Person,8376,Commissioner Of Insurance,8187,189
Thomas,Election Day,7874,Commissioner Of Insurance,7676,198
Thomas,Provisional,3,Commissioner Of Insurance,3,0
Tift,Absentee by Mail,561,Commissioner Of Insurance,551,10
Tift,Advance in Person,7646,Commissioner Of Insurance,7450,196
Tift,Election Day,5462,Commissioner Of Insurance,5289,173
Tift,Provisional,4,Commissioner Of Insurance,3,1
Toombs,Absentee by Mail,681,Commissioner Of Insurance,668,13
Toombs,Advance in Person,4860,Commissioner Of Insurance,4723,137
Toombs,Election Day,3310,Commissioner Of Insurance,3215,95
Toombs,Provisional,9,Commissioner Of Insurance,9,0
Towns,Absentee by Mail,284,Commissioner Of Insurance,276,8
Towns,Advance in Person,4009,Commissioner Of Insurance,3911,98
Towns,Election Day,1839,Commissioner Of Insurance,1800,39
Towns,Provisional,0,Commissioner Of Insurance,0,0
Treutlen,Absentee by Mail,146,Commissioner Of Insurance,138,8
Treutlen,Advance in Person,1659,Commissioner Of Insurance,1601,58
Treutlen,Election Day,805,Commissioner Of Insurance,776,29
Treutlen,Provisional,4,Commissioner Of Insurance,4,0
Troup,Absentee by Mail,1264,Commissioner Of Insurance,1240,24
Troup,Advance in Person,11226,Commissioner Of Insurance,11038,188
Troup,Election Day,11173,Commissioner Of Insurance,10905,268
Troup,Provisional,250,Commissioner Of Insurance,243,7
Turner,Absentee by Mail,148,Commissioner Of Insurance,148,0
Turner,Advance in Person,1922,Commissioner Of Insurance,1849,73
Turner,Election Day,1199,Commissioner Of Insurance,1160,39
Turner,Provisional,5,Commissioner Of Insurance,5,0
Twiggs,Absentee by Mail,275,Commissioner Of Insurance,272,3
Twiggs,Advance in Person,1531,Commissioner Of Insurance,1484,47
Twiggs,Election Day,1981,Commissioner Of Insurance,1912,69
Twiggs,Provisional,5,Commissioner Of Insurance,5,0
Union,Absentee by Mail,482,Commissioner Of Insurance,473,9
Union,Advance in Person,6626,Commissioner Of Insurance,6517,109
Union,Election Day,4755,Commissioner Of Insurance,4628,127
Union,Provisional,2,Commissioner Of Insurance,2,0
Upson,Absentee by Mail,602,Commissioner Of Insurance,591,11
Upson,Advance in Person,6729,Commissioner Of Insurance,6576,153
Upson,Election Day,3227,Commissioner Of Insurance,3136,91
Upson,Provisional,10,Commissioner Of Insurance,10,0
Walker,Absentee by Mail,813,Commissioner Of Insurance,800,13
Walker,Advance in Person,11133,Commissioner Of Insurance,10929,204
Walker,Election Day,9505,Commissioner Of Insurance,9276,229
Walker,Provisional,39,Commissioner Of Insurance,38,1
Walton,Absentee by Mail,1769,Commissioner Of Insurance,1745,24
Walton,Advance in Person,14370,Commissioner Of Insurance,14122,248
Walton,Election Day,22496,Commissioner Of Insurance,22092,404
Walton,Provisional,51,Commissioner Of Insurance,50,1
Ware,Absentee by Mail,627,Commissioner Of Insurance,619,8
Ware,Advance in Person,5460,Commissioner Of Insurance,5374,86
Ware,Election Day,4917,Commissioner Of Insurance,4814,103
Ware,Provisional,12,Commissioner Of Insurance,12,0
Warren,Absentee by Mail,187,Commissioner Of Insurance,184,3
Warren,Advance in Person,1267,Commissioner Of Insurance,1226,41
Warren,Election Day,806,Commissioner Of Insurance,774,32
Warren,Provisional,1,Commissioner Of Insurance,1,0
Washington,Absentee by Mail,727,Commissioner Of Insurance,703,24
Washington,Advance in Person,3907,Commissioner Of Insurance,3765,142
Washington,Election Day,3525,Commissioner Of Insurance,3365,160
Washington,Provisional,10,Commissioner Of Insurance,10,0
Wayne,Absentee by Mail,501,Commissioner Of Insurance,496,5
Wayne,Advance in Person,5868,Commissioner Of Insurance,5726,142
Wayne,Election Day,3753,Commissioner Of Insurance,3653,100
Wayne,Provisional,10,Commissioner Of Insurance,9,1
Webster,Absentee by Mail,152,Commissioner Of Insurance,149,3
Webster,Advance in Person,544,Commissioner Of Insurance,528,16
Webster,Election Day,404,Commissioner Of Insurance,383,21
Webster,Provisional,0,Commissioner Of Insurance,0,0
Wheeler,Absentee by Mail,115,Commissioner Of Insurance,115,0
Wheeler,Advance in Person,974,Commissioner Of Insurance,947,27
Wheeler,Election Day,838,Commissioner Of Insurance,796,42
Wheeler,Provisional,4,Commissioner Of Insurance,4,0
White,Absentee by Mail,537,Commissioner Of Insurance,532,5
White,Advance in Person,5408,Commissioner Of Insurance,5312,96
White,Election Day,5489,Commissioner Of Insurance,5406,83
White,Provisional,6,Commissioner Of Insurance,6,0
Whitfield,Absentee by Mail,1017,Commissioner Of Insurance,1005,12
Whitfield,Advance in Person,9610,Commissioner Of Insurance,9411,199
Whitfield,Election Day,16675,Commissioner Of Insurance,16184,491
Whitfield,Provisional,25,Commissioner Of Insurance,24,1
Wilcox,Absentee by Mail,205,Commissioner Of Insurance,199,6
Wilcox,Advance in Person,1202,Commissioner Of Insurance,1169,33
Wilcox,Election Day,1408,Commissioner Of Insurance,1360,48
Wilcox,Provisional,0,Commissioner Of Insurance,0,0
Wilkes,Absentee by Mail,301,Commissioner Of Insurance,293,8
Wilkes,Advance in Person,2075,Commissioner Of Insurance,1999,76
Wilkes,Election Day,1995,Commissioner Of Insurance,1909,86
Wilkes,Provisional,6,Commissioner Of Insurance,6,0
Wilkinson,Absentee by Mail,270,Commissioner Of Insurance,263,7
Wilkinson,Advance in Person,1567,Commissioner Of Insurance,1525,42
Wilkinson,Election Day,2427,Commissioner Of Insurance,2340,87
Wilkinson,Provisional,1,Commissioner Of Insurance,1,0
Worth,Absentee by Mail,305,Commissioner Of Insurance,300,5
Worth,Advance in Person,3108,Commissioner Of Insurance,3049,59
Worth,Election Day,4418,Commissioner Of Insurance,4292,126
Worth,Provisional,15,Commissioner Of Insurance,15,0
Appling,Absentee by Mail,530,State School Superintendent,518,12
Appling,Advance in Person,3298,State School Superintendent,3208,90
Appling,Election Day,2978,State School Superintendent,2885,93
Appling,Provisional,3,State School Superintendent,3,0
Atkinson,Absentee by Mail,88,State School Superintendent,88,0
Atkinson,Advance in Person,1285,State School Superintendent,1232,53
Atkinson,Election Day,1147,State School Superintendent,1087,60
Atkinson,Provisional,2,State School Superintendent,2,0
Bacon,Absentee by Mail,174,State School Superintendent,172,2
Bacon,Advance in Person,2828,State School Superintendent,2770,58
Bacon,Election Day,827,State School Superintendent,790,37
Bacon,Provisional,1,State School Superintendent,1,0
Baker,Absentee by Mail,141,State School Superintendent,135,6
Baker,Advance in Person,485,State School Superintendent,463,22
Baker,Election Day,665,State School Superintendent,636,29
Baker,Provisional,2,State School Superintendent,2,0
Baldwin,Absentee by Mail,1158,State School Superintendent,1143,15
Baldwin,Advance in Person,8295,State School Superintendent,8078,217
Baldwin,Election Day,6180,State School Superintendent,5981,199
Baldwin,Provisional,3,State School Superintendent,3,0
Banks,Absentee by Mail,223,State School Superintendent,218,5
Banks,Advance in Person,2771,State School Superintendent,2725,46
Banks,Election Day,3858,State School Superintendent,3782,76
Banks,Provisional,1,State School Superintendent,1,0
Barrow,Absentee by Mail,1263,State School Superintendent,1235,28
Barrow,Advance in Person,12223,State School Superintendent,12050,173
Barrow,Election Day,13912,State School Superintendent,13649,263
Barrow,Provisional,7,State School Superintendent,7,0
Bartow,Absentee by Mail,1568,State School Superintendent,1555,13
Bartow,Advance in Person,16175,State School Superintendent,15856,319
Bartow,Election Day,19584,State School Superintendent,19130,454
Bartow,Provisional,32,State School Superintendent,32,0
Ben Hill,Absentee by Mail,320,State School Superintendent,315,5
Ben Hill,Advance in Person,3605,State School Superintendent,3553,52
Ben Hill,Election Day,1608,State School Superintendent,1572,36
Ben Hill,Provisional,14,State School Superintendent,14,0
Berrien,Absentee by Mail,322,State School Superintendent,320,2
Berrien,Advance in Person,3153,State School Superintendent,3099,54
Berrien,Election Day,2772,State School Superintendent,2704,68
Berrien,Provisional,5,State School Superintendent,4,1
Bibb,Absentee by Mail,4461,State School Superintendent,4399,62
Bibb,Advance in Person,26183,State School Superintendent,25646,537
Bibb,Election Day,29816,State School Superintendent,29148,668
Bibb,Provisional,232,State School Superintendent,228,4
Bleckley,Absentee by Mail,257,State School Superintendent,251,6
Bleckley,Advance in Person,2805,State School Superintendent,2740,65
Bleckley,Election Day,1793,State School Superintendent,1738,55
Bleckley,Provisional,5,State School Superintendent,5,0
Brantley,Absentee by Mail,188,State School Superintendent,185,3
Brantley,Advance in Person,2868,State School Superintendent,2825,43
Brantley,Election Day,2633,State School Superintendent,2562,71
Brantley,Provisional,5,State School Superintendent,4,1
Brooks,Absentee by Mail,465,State School Superintendent,451,14
Brooks,Advance in Person,2417,State School Superintendent,2371,46
Brooks,Election Day,2814,State School Superintendent,2737,77
Brooks,Provisional,27,State School Superintendent,26,1
Bryan,Absentee by Mail,582,State School Superintendent,575,7
Bryan,Advance in Person,8342,State School Superintendent,8218,124
Bryan,Election Day,6046,State School Superintendent,5932,114
Bryan,Provisional,15,State School Superintendent,15,0
Bulloch,Absentee by Mail,1076,State School Superintendent,1052,24
Bulloch,Advance in Person,11170,State School Superintendent,10954,216
Bulloch,Election Day,11297,State School Superintendent,11048,249
Bulloch,Provisional,140,State School Superintendent,134,6
Burke,Absentee by Mail,968,State School Superintendent,957,11
Burke,Advance in Person,3199,State School Superintendent,3137,62
Burke,Election Day,4552,State School Superintendent,4440,112
Burke,Provisional,2,State School Superintendent,2,0
Butts,Absentee by Mail,380,State School Superintendent,371,9
Butts,Advance in Person,6277,State School Superintendent,6160,117
Butts,Election Day,2206,State School Superintendent,2152,54
Butts,Provisional,0,State School Superintendent,0,0
Calhoun,Absentee by Mail,185,State School Superintendent,181,4
Calhoun,Advance in Person,607,State School Superintendent,597,10
Calhoun,Election Day,1107,State School Superintendent,1082,25
Calhoun,Provisional,0,State School Superintendent,0,0
Camden,Absentee by Mail,1193,State School Superintendent,1168,25
Camden,Advance in Person,8085,State School Superintendent,7975,110
Camden,Election Day,7775,State School Superintendent,7614,161
Camden,Provisional,8,State School Superintendent,8,0
Candler,Absentee by Mail,120,State School Superintendent,118,2
Candler,Advance in Person,2335,State School Superintendent,2279,56
Candler,Election Day,1083,State School Superintendent,1059,24
Candler,Provisional,1,State School Superintendent,1,0
Carroll,Absentee by Mail,1518,State School Superintendent,1494,24
Carroll,Advance in Person,20100,State School Superintendent,19805,295
Carroll,Election Day,20121,State School Superintendent,19692,429
Carroll,Provisional,104,State School Superintendent,101,3
Catoosa,Absentee by Mail,540,State School Superintendent,532,8
Catoosa,Advance in Person,13673,State School Superintendent,13472,201
Catoosa,Election Day,9512,State School Superintendent,9360,152
Catoosa,Provisional,33,State School Superintendent,33,0
Charlton,Absentee by Mail,163,State School Superintendent,162,1
Charlton,Advance in Person,1549,State School Superintendent,1531,18
Charlton,Election Day,1657,State School Superintendent,1612,45
Charlton,Provisional,8,State School Superintendent,8,0
Chatham,Absentee by Mail,6177,State School Superintendent,6048,129
Chatham,Advance in Person,32338,State School Superintendent,31826,512
Chatham,Election Day,64823,State School Superintendent,63382,1441
Chatham,Provisional,205,State School Superintendent,202,3
Chattahoochee,Absentee by Mail,35,State School Superintendent,35,0
Chattahoochee,Advance in Person,493,State School Superintendent,478,15
Chattahoochee,Election Day,574,State School Superintendent,556,18
Chattahoochee,Provisional,3,State School Superintendent,3,0
Chattooga,Absentee by Mail,225,State School Superintendent,223,2
Chattooga,Advance in Person,3452,State School Superintendent,3377,75
Chattooga,Election Day,3750,State School Superintendent,3659,91
Chattooga,Provisional,7,State School Superintendent,7,0
Cherokee,Absentee by Mail,5312,State School Superintendent,5211,101
Cherokee,Advance in Person,48565,State School Superintendent,47917,648
Cherokee,Election Day,52422,State School Superintendent,51326,1096
Cherokee,Provisional,112,State School Superintendent,107,5
Clarke,Absentee by Mail,3022,State School Superintendent,2952,70
Clarke,Advance in Person,19957,State School Superintendent,19616,341
Clarke,Election Day,20282,State School Superintendent,19715,567
Clarke,Provisional,41,State School Superintendent,40,1
Clay,Absentee by Mail,143,State School Superintendent,136,7
Clay,Advance in Person,579,State School Superintendent,571,8
Clay,Election Day,464,State School Superintendent,455,9
Clay,Provisional,0,State School Superintendent,0,0
Clayton,Absentee by Mail,5847,State School Superintendent,5732,115
Clayton,Advance in Person,47671,State School Superintendent,46950,721
Clayton,Election Day,38322,State School Superintendent,37604,718
Clayton,Provisional,372,State School Superintendent,350,22
Clinch,Absentee by Mail,109,State School Superintendent,107,2
Clinch,Advance in Person,1236,State School Superintendent,1189,47
Clinch,Election Day,909,State School Superintendent,870,39
Clinch,Provisional,4,State School Superintendent,4,0
Cobb,Absentee by Mail,25901,State School Superintendent,25328,573
Cobb,Advance in Person,111554,State School Superintendent,110165,1389
Cobb,Election Day,172926,State School Superintendent,169648,3278
Cobb,Provisional,1433,State School Superintendent,1376,57
Coffee,Absentee by Mail,395,State School Superintendent,388,7
Coffee,Advance in Person,7664,State School Superintendent,7485,179
Coffee,Election Day,4536,State School Superintendent,4405,131
Coffee,Provisional,20,State School Superintendent,19,1
Colquitt,Absentee by Mail,514,State School Superintendent,504,10
Colquitt,Advance in Person,6071,State School Superintendent,5917,154
Colquitt,Election Day,6368,State School Superintendent,6190,178
Colquitt,Provisional,10,State School Superintendent,10,0
Columbia,Absentee by Mail,2936,State School Superintendent,2867,69
Columbia,Advance in Person,29686,State School Superintendent,29372,314
Columbia,Election Day,28969,State School Superintendent,28494,475
Columbia,Provisional,43,State School Superintendent,42,1
Cook,Absentee by Mail,244,State School Superintendent,243,1
Cook,Advance in Person,3069,State School Superintendent,3031,38
Cook,Election Day,2490,State School Superintendent,2450,40
Cook,Provisional,0,State School Superintendent,0,0
Coweta,Absentee by Mail,2812,State School Superintendent,2774,38
Coweta,Advance in Person,25641,State School Superintendent,25272,369
Coweta,Election Day,29603,State School Superintendent,29064,539
Coweta,Provisional,15,State School Superintendent,15,0
Crawford,Absentee by Mail,234,State School Superintendent,226,8
Crawford,Advance in Person,2567,State School Superintendent,2493,74
Crawford,Election Day,2130,State School Superintendent,2080,50
Crawford,Provisional,3,State School Superintendent,3,0
Crisp,Absentee by Mail,363,State School Superintendent,354,9
Crisp,Advance in Person,4191,State School Superintendent,4060,131
Crisp,Election Day,2470,State School Superintendent,2360,110
Crisp,Provisional,26,State School Superintendent,23,3
Dade,Absentee by Mail,129,State School Superintendent,124,5
Dade,Advance in Person,2561,State School Superintendent,2488,73
Dade,Election Day,2760,State School Superintendent,2683,77
Dade,Provisional,12,State School Superintendent,12,0
Dawson,Absentee by Mail,439,State School Superintendent,432,7
Dawson,Advance in Person,7020,State School Superintendent,6912,108
Dawson,Election Day,4111,State School Superintendent,4026,85
Dawson,Provisional,11,State School Superintendent,11,0
DeKalb,Absentee by Mail,19672,State School Superintendent,19028,644
DeKalb,Advance in Person,150814,State School Superintendent,148099,2715
DeKalb,Election Day,140482,State School Superintendent,136828,3654
DeKalb,Provisional,1773,State School Superintendent,1716,57
Decatur,Absentee by Mail,548,State School Superintendent,541,7
Decatur,Advance in Person,4260,State School Superintendent,4169,91
Decatur,Election Day,4235,State School Superintendent,4134,101
Decatur,Provisional,103,State School Superintendent,97,6
Dodge,Absentee by Mail,448,State School Superintendent,433,15
Dodge,Advance in Person,3411,State School Superintendent,3264,147
Dodge,Election Day,3192,State School Superintendent,3051,141
Dodge,Provisional,10,State School Superintendent,10,0
Dooly,Absentee by Mail,196,State School Superintendent,189,7
Dooly,Advance in Person,1889,State School Superintendent,1818,71
Dooly,Election Day,1708,State School Superintendent,1639,69
Dooly,Provisional,2,State School Superintendent,1,1
Dougherty,Absentee by Mail,1944,State School Superintendent,1900,44
Dougherty,Advance in Person,11332,State School Superintendent,11151,181
Dougherty,Election Day,18021,State School Superintendent,17637,384
Dougherty,Provisional,128,State School Superintendent,122,6
Douglas,Absentee by Mail,3233,State School Superintendent,3184,49
Douglas,Advance in Person,30219,State School Superintendent,29859,360
Douglas,Election Day,21745,State School Superintendent,21415,330
Douglas,Provisional,58,State School Superintendent,58,0
Early,Absentee by Mail,473,State School Superintendent,459,14
Early,Advance in Person,1569,State School Superintendent,1549,20
Early,Election Day,2089,State School Superintendent,2046,43
Early,Provisional,4,State School Superintendent,4,0
Echols,Absentee by Mail,35,State School Superintendent,35,0
Echols,Advance in Person,767,State School Superintendent,747,20
Echols,Election Day,341,State School Superintendent,331,10
Echols,Provisional,0,State School Superintendent,0,0
Effingham,Absentee by Mail,750,State School Superintendent,744,6
Effingham,Advance in Person,10717,State School Superintendent,10562,155
Effingham,Election Day,11898,State School Superintendent,11688,210
Effingham,Provisional,6,State School Superintendent,6,0
Elbert,Absentee by Mail,563,State School Superintendent,559,4
Elbert,Advance in Person,3722,State School Superintendent,3676,46
Elbert,Election Day,3034,State School Superintendent,2994,40
Elbert,Provisional,69,State School Superintendent,69,0
Emanuel,Absentee by Mail,390,State School Superintendent,379,11
Emanuel,Advance in Person,3424,State School Superintendent,3335,89
Emanuel,Election Day,3896,State School Superintendent,3750,146
Emanuel,Provisional,6,State School Superintendent,6,0
Evans,Absentee by Mail,199,State School Superintendent,194,5
Evans,Advance in Person,2162,State School Superintendent,2096,66
Evans,Election Day,1086,State School Superintendent,1049,37
Evans,Provisional,0,State School Superintendent,0,0
Fannin,Absentee by Mail,658,State School Superintendent,641,17
Fannin,Advance in Person,5341,State School Superintendent,5252,89
Fannin,Election Day,5204,State School Superintendent,5066,138
Fannin,Provisional,16,State School Superintendent,16,0
Fayette,Absentee by Mail,2647,State School Superintendent,2595,52
Fayette,Advance in Person,31073,State School Superintendent,30695,378
Fayette,Election Day,24242,State School Superintendent,23743,499
Fayette,Provisional,36,State School Superintendent,35,1
Floyd,Absentee by Mail,1260,State School Superintendent,1237,23
Floyd,Advance in Person,13688,State School Superintendent,13482,206
Floyd,Election Day,15277,State School Superintendent,14936,341
Floyd,Provisional,113,State School Superintendent,113,0
Forsyth,Absentee by Mail,4428,State School Superintendent,4335,93
Forsyth,Advance in Person,52559,State School Superintendent,51873,686
Forsyth,Election Day,36252,State School Superintendent,35583,669
Forsyth,Provisional,59,State School Superintendent,59,0
Franklin,Absentee by Mail,388,State School Superintendent,388,0
Franklin,Advance in Person,3502,State School Superintendent,3456,46
Franklin,Election Day,4259,State School Superintendent,4164,95
Franklin,Provisional,0,State School Superintendent,0,0
Fulton,Absentee by Mail,17842,State School Superintendent,17291,551
Fulton,Advance in Person,224522,State School Superintendent,220033,4489
Fulton,Election Day,179442,State School Superintendent,174426,5016
Fulton,Provisional,1982,State School Superintendent,1882,100
Gilmer,Absentee by Mail,559,State School Superintendent,554,5
Gilmer,Advance in Person,6295,State School Superintendent,6170,125
Gilmer,Election Day,5617,State School Superintendent,5475,142
Gilmer,Provisional,39,State School Superintendent,37,2
Glascock,Absentee by Mail,81,State School Superintendent,80,1
Glascock,Advance in Person,652,State School Superintendent,631,21
Glascock,Election Day,567,State School Superintendent,535,32
Glascock,Provisional,1,State School Superintendent,1,0
Glynn,Absentee by Mail,1812,State School Superintendent,1789,23
Glynn,Advance in Person,17510,State School Superintendent,17232,278
Glynn,Election Day,13179,State School Superintendent,12908,271
Glynn,Provisional,147,State School Superintendent,142,5
Gordon,Absentee by Mail,547,State School Superintendent,530,17
Gordon,Advance in Person,8119,State School Superintendent,7941,178
Gordon,Election Day,9106,State School Superintendent,8895,211
Gordon,Provisional,32,State School Superintendent,30,2
Grady,Absentee by Mail,400,State School Superintendent,392,8
Grady,Advance in Person,3857,State School Superintendent,3805,52
Grady,Election Day,4099,State School Superintendent,4025,74
Grady,Provisional,14,State School Superintendent,14,0
Greene,Absentee by Mail,623,State School Superintendent,612,11
Greene,Advance in Person,5593,State School Superintendent,5536,57
Greene,Election Day,2773,State School Superintendent,2712,61
Greene,Provisional,6,State School Superintendent,6,0
Gwinnett,Absentee by Mail,20397,State School Superintendent,20133,264
Gwinnett,Advance in Person,137166,State School Superintendent,135452,1714
Gwinnett,Election Day,155146,State School Superintendent,152525,2621
Gwinnett,Provisional,2209,State School Superintendent,2140,69
Habersham,Absentee by Mail,853,State School Superintendent,837,16
Habersham,Advance in Person,10023,State School Superintendent,9847,176
Habersham,Election Day,4619,State School Superintendent,4503,116
Habersham,Provisional,5,State School Superintendent,5,0
Hall,Absentee by Mail,3493,State School Superintendent,3423,70
Hall,Advance in Person,24348,State School Superintendent,23931,417
Hall,Election Day,39441,State School Superintendent,38646,795
Hall,Provisional,124,State School Superintendent,117,7
Hancock,Absentee by Mail,490,State School Superintendent,474,16
Hancock,Advance in Person,1531,State School Superintendent,1474,57
Hancock,Election Day,1518,State School Superintendent,1438,80
Hancock,Provisional,9,State School Superintendent,8,1
Haralson,Absentee by Mail,393,State School Superintendent,390,3
Haralson,Advance in Person,4202,State School Superintendent,4122,80
Haralson,Election Day,5990,State School Superintendent,5881,109
Haralson,Provisional,0,State School Superintendent,0,0
Harris,Absentee by Mail,729,State School Superintendent,715,14
Harris,Advance in Person,7251,State School Superintendent,7157,94
Harris,Election Day,7992,State School Superintendent,7831,161
Harris,Provisional,14,State School Superintendent,14,0
Hart,Absentee by Mail,440,State School Superintendent,434,6
Hart,Advance in Person,5220,State School Superintendent,5101,119
Hart,Election Day,3958,State School Superintendent,3870,88
Hart,Provisional,4,State School Superintendent,4,0
Heard,Absentee by Mail,278,State School Superintendent,272,6
Heard,Advance in Person,1427,State School Superintendent,1399,28
Heard,Election Day,2346,State School Superintendent,2297,49
Heard,Provisional,4,State School Superintendent,4,0
Henry,Absentee by Mail,4997,State School Superintendent,4904,93
Henry,Advance in Person,58658,State School Superintendent,57957,701
Henry,Election Day,34710,State School Superintendent,34151,559
Henry,Provisional,193,State School Superintendent,186,7
Houston,Absentee by Mail,3190,State School Superintendent,3132,58
Houston,Advance in Person,34816,State School Superintendent,34388,428
Houston,Election Day,21152,State School Superintendent,20767,385
Houston,Provisional,74,State School Superintendent,68,6
Irwin,Absentee by Mail,133,State School Superintendent,132,1
Irwin,Advance in Person,2048,State School Superintendent,2004,44
Irwin,Election Day,1375,State School Superintendent,1354,21
Irwin,Provisional,8,State School Superintendent,8,0
Jackson,Absentee by Mail,1019,State School Superintendent,1005,14
Jackson,Advance in Person,14919,State School Superintendent,14745,174
Jackson,Election Day,10951,State School Superintendent,10761,190
Jackson,Provisional,10,State School Superintendent,9,1
Jasper,Absentee by Mail,421,State School Superintendent,416,5
Jasper,Advance in Person,2981,State School Superintendent,2932,49
Jasper,Election Day,2505,State School Superintendent,2451,54
Jasper,Provisional,38,State School Superintendent,37,1
Jeff Davis,Absentee by Mail,229,State School Superintendent,224,5
Jeff Davis,Advance in Person,2680,State School Superintendent,2592,88
Jeff Davis,Election Day,1906,State School Superintendent,1816,90
Jeff Davis,Provisional,0,State School Superintendent,0,0
Jefferson,Absentee by Mail,607,State School Superintendent,594,13
Jefferson,Advance in Person,2803,State School Superintendent,2709,94
Jefferson,Election Day,3346,State School Superintendent,3228,118
Jefferson,Provisional,11,State School Superintendent,10,1
Jenkins,Absentee by Mail,188,State School Superintendent,184,4
Jenkins,Advance in Person,1557,State School Superintendent,1511,46
Jenkins,Election Day,1111,State School Superintendent,1088,23
Jenkins,Provisional,16,State School Superintendent,16,0
Johnson,Absentee by Mail,236,State School Superintendent,223,13
Johnson,Advance in Person,1970,State School Superintendent,1900,70
Johnson,Election Day,1277,State School Superintendent,1215,62
Johnson,Provisional,0,State School Superintendent,0,0
Jones,Absentee by Mail,784,State School Superintendent,766,18
Jones,Advance in Person,6968,State School Superintendent,6851,117
Jones,Election Day,4680,State School Superintendent,4590,90
Jones,Provisional,9,State School Superintendent,9,0
Lamar,Absentee by Mail,404,State School Superintendent,396,8
Lamar,Advance in Person,3820,State School Superintendent,3741,79
Lamar,Election Day,3122,State School Superintendent,3067,55
Lamar,Provisional,11,State School Superintendent,11,0
Lanier,Absentee by Mail,108,State School Superintendent,105,3
Lanier,Advance in Person,1661,State School Superintendent,1612,49
Lanier,Election Day,910,State School Superintendent,865,45
Lanier,Provisional,2,State School Superintendent,2,0
Laurens,Absentee by Mail,1286,State School Superintendent,1251,35
Laurens,Advance in Person,8485,State School Superintendent,8290,195
Laurens,Election Day,9168,State School Superintendent,8916,252
Laurens,Provisional,13,State School Superintendent,13,0
Lee,Absentee by Mail,480,State School Superintendent,474,6
Lee,Advance in Person,5681,State School Superintendent,5607,74
Lee,Election Day,7388,State School Superintendent,7272,116
Lee,Provisional,6,State School Superintendent,6,0
Liberty,Absentee by Mail,950,State School Superintendent,937,13
Liberty,Advance in Person,8143,State School Superintendent,8038,105
Liberty,Election Day,6265,State School Superintendent,6162,103
Liberty,Provisional,10,State School Superintendent,10,0
Lincoln,Absentee by Mail,350,State School Superintendent,347,3
Lincoln,Advance in Person,1937,State School Superintendent,1902,35
Lincoln,Election Day,1680,State School Superintendent,1635,45
Lincoln,Provisional,2,State School Superintendent,2,0
Long,Absentee by Mail,169,State School Superintendent,166,3
Long,Advance in Person,1971,State School Superintendent,1929,42
Long,Election Day,1848,State School Superintendent,1795,53
Long,Provisional,10,State School Superintendent,9,1
Lowndes,Absentee by Mail,1890,State School Superintendent,1850,40
Lowndes,Advance in Person,21238,State School Superintendent,20993,245
Lowndes,Election Day,12084,State School Superintendent,11838,246
Lowndes,Provisional,541,State School Superintendent,517,24
Lumpkin,Absentee by Mail,467,State School Superintendent,456,11
Lumpkin,Advance in Person,7377,State School Superintendent,7260,117
Lumpkin,Election Day,3707,State School Superintendent,3613,94
Lumpkin,Provisional,7,State School Superintendent,7,0
Macon,Absentee by Mail,331,State School Superintendent,319,12
Macon,Advance in Person,2251,State School Superintendent,2154,97
Macon,Election Day,1635,State School Superintendent,1574,61
Macon,Provisional,0,State School Superintendent,0,0
Madison,Absentee by Mail,527,State School Superintendent,520,7
Madison,Advance in Person,5242,State School Superintendent,5139,103
Madison,Election Day,5928,State School Superintendent,5802,126
Madison,Provisional,2,State School Superintendent,2,0
Marion,Absentee by Mail,241,State School Superintendent,240,1
Marion,Advance in Person,1222,State School Superintendent,1190,32
Marion,Election Day,1467,State School Superintendent,1429,38
Marion,Provisional,1,State School Superintendent,1,0
McDuffie,Absentee by Mail,868,State School Superintendent,853,15
McDuffie,Advance in Person,5045,State School Superintendent,4967,78
McDuffie,Election Day,2879,State School Superintendent,2824,55
McDuffie,Provisional,0,State School Superintendent,0,0
McIntosh,Absentee by Mail,440,State School Superintendent,418,22
